Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance
6401,3938,3938,56452,47244,0.78,3055,58276,52412,0.14,562,-1356,-1484,3938,58665,49363,3938,2107,437,0.06,248,192929,31911,0.06,238,176109,17936,0.75,2942,15791,11049,4507,116611,45063
6403,124,124,40708,35394,0.66,82,41130,35614,0.11,14,1238,3387,124,42049,36232,124,1279,158,0.10,12,86000,39828,0.10,12,80435,18457,0.65,80,11406,7786,126,106130,50335
6405,186,186,57861,52676,0.66,123,52393,48651,0.19,35,-2076,-1892,186,61814,53060,186,3954,502,0.08,15,103279,30966,0.09,17,85049,31892,0.76,142,14943,12817,200,103785,49436
6407,549,549,60663,52122,0.66,362,58029,51922,0.12,66,683,-540,549,64038,54828,549,3016,300,0.05,28,76468,30502,0.04,24,72376,27174,0.78,428,17212,11916,601,135593,41461
6409,233,233,51437,41410,0.59,137,42799,39974,0.11,25,722,926,233,54530,42781,233,3093,144,0.04,9,74488,81326,0.04,9,47309,29842,0.76,177,13468,8400,248,110833,33439
6410,521,521,52207,42117,0.70,364,52036,46901,0.13,70,-1817,-467,521,54128,43781,521,1911,310,0.08,41,100548,19670,0.08,40,92075,13920,0.69,360,15395,10482,557,102091,46447
6415,1597,1597,58410,48615,0.78,1247,58359,52093,0.15,242,2128,942,1597,60838,50454,1597,2301,506,0.05,79,100500,31003,0.05,83,70281,14116,0.76,1216,16608,11936,1884,109646,43468
6418,389,389,56939,46866,0.65,252,50736,43834,0.20,76,1487,485,389,59995,47749,389,2876,381,0.07,27,166009,37372,0.07,27,159977,28654,0.70,273,19408,11758,437,145033,50638
6421,102,102,62706,45096,0.58,59,41804,36391,0.18,18,20254,6924,102,64411,45214,102,1705,68,0.05,5,129792,43044,0.05,5,104657,9994,0.80,82,17999,10506,96,111358,57836
6423,93,93,51620,43363,0.63,59,59197,50240,0.15,14,12087,7456,93,54071,47801,93,2450,245,0.10,9,816221,26820,0.10,9,499395,23870,0.70,65,16040,12193,102,112004,48315
6425,88,88,80896,59985,0.55,48,32562,24496,0.27,24,4139,1996,88,87197,67570,88,4848,470,0.08,7,160392,151386,0.07,6,172328,120238,0.77,68,27353,16039,96,84496,32313
6426,425,425,66863,54416,0.74,314,68729,61128,0.15,62,408,-974,425,69978,58767,425,2544,760,0.04,19,232854,52023,0.05,20,191820,36068,0.77,329,20337,15237,513,107014,54270
6429,403,403,60897,50839,0.87,350,64825,55750,0.12,47,-3947,-2168,403,62816,52944,403,1867,525,0.06,24,54299,23374,0.06,23,40062,13306,0.76,308,17131,12370,507,82971,36394
6430,14280,14280,79928,68770,0.91,13047,80593,72596,0.17,2488,-2578,-1960,14280,82285,70980,14280,2328,898,0.05,657,131147,34045,0.05,649,106817,18911,0.85,12118,23794,18067,16893,101775,45007
6431,92,92,51013,36963,0.80,74,50386,39076,0.12,11,4417,546,92,52258,37986,92,1242,258,0.05,5,498938,26400,0.04,4,556054,80096,0.61,56,16438,11228,167,40459,3180
6432,3980,3980,72464,61182,0.90,3586,73798,65320,0.11,453,-1359,-972,3980,74510,63209,3980,2025,733,0.04,172,92338,21598,0.04,171,71534,15829,0.82,3271,21143,15588,4964,85099,39843
6436,55,55,58989,47365,0.82,45,62459,56878,0.13,7,2307,-957,55,60038,47652,55,964,160,0.07,4,146432,45772,0.07,4,144268,55804,0.76,42,15634,10931,60,55382,12147
6437,287,287,88883,86820,0.96,275,91614,88063,0.32,91,-4351,-3871,287,91090,88906,287,2097,887,0.02,7,28585,25130,0.01,4,18776,15944,0.91,262,24450,21698,322,86010,59325
6438,314,314,58820,49780,0.81,255,67159,59280,0.11,35,-2810,-2651,314,60852,52408,314,1749,654,0.09,28,64157,35445,0.10,31,65064,9747,0.76,238,17050,11788,411,64893,18441
6440,246,246,62953,51869,0.89,220,64318,58594,0.06,15,-4161,-3168,246,64663,52550,246,1443,500,0.06,14,61389,18329,0.06,15,37460,12870,0.76,186,17636,14003,326,52332,25244
6442,1215,1215,81549,73152,0.90,1096,88018,81670,0.13,159,-3639,-1766,1215,83582,74765,1215,1947,760,0.03,32,39399,13450,0.03,34,29779,12956,0.81,985,25952,22494,1464,95136,43864
6443,333,333,56167,46520,0.84,279,58925,50366,0.09,29,-1986,-1132,333,57734,48541,333,1462,445,0.03,9,62417,39130,0.03,11,37067,4041,0.74,246,15150,10154,440,69108,26009
6445,129,129,32770,30115,0.33,42,29301,15546,0.10,13,8440,3569,129,37893,30512,129,5014,0,0.12,15,156424,49865,0.11,14,193052,60498,0.56,72,20502,13786,123,196310,76398
6447,76,76,77431,55350,0.61,46,44741,46956,0.12,9,-139,2502,76,81706,58284,76,4275,244,0.05,4,53958,30130,0.04,3,88689,66235,0.68,52,35058,17048,112,184323,10822
6448,209,209,48384,37121,0.69,145,48369,43485,0.15,31,-993,-3525,209,50773,39522,209,2349,350,0.03,7,83581,33393,0.04,8,38382,15115,0.65,136,16044,9058,233,82706,24297
6450,8113,8113,59163,46548,0.75,6106,57815,49195,0.17,1393,544,-123,8113,61990,49063,8113,2460,542,0.08,671,96230,36969,0.08,635,76651,21708,0.75,6062,17654,11158,9000,137922,47430
6460,421,421,55825,44198,0.64,268,53804,45705,0.14,61,5616,0,421,58854,46467,421,2735,290,0.06,25,94591,49388,0.05,23,84808,28366,0.73,309,15954,10843,435,125204,49321
6461,391,391,58407,46076,0.57,222,50493,43140,0.13,50,6133,2342,391,62264,50363,391,3685,280,0.09,35,88279,23641,0.09,34,70974,12940,0.76,297,17029,11546,395,143068,56039
6468,187,187,64383,50550,0.57,107,51482,44107,0.14,27,1432,2079,187,70667,57564,187,4673,280,0.09,16,91514,17266,0.08,15,90162,19917,0.72,134,23053,14797,201,129833,30984
6472,140,140,52802,40955,0.49,68,39054,32738,0.15,21,-2919,-1637,140,56527,46624,140,3565,169,0.05,7,43938,30000,0.04,6,28820,11432,0.75,105,14197,10352,132,104115,35425
6475,217,217,50728,36559,0.59,128,47270,33254,0.13,28,-1338,-472,217,52932,37357,217,2067,183,0.09,19,91642,52391,0.09,20,90522,38842,0.61,133,19673,11104,229,116700,45573
6477,164,164,52754,49892,0.59,97,50106,48749,0.14,23,-3776,-618,164,56828,52576,164,2991,252,0.12,20,56075,13692,0.12,19,68459,17339,0.71,116,16104,12943,163,140878,59446
6479,353,353,51767,45663,0.62,219,53811,48810,0.16,57,-213,282,353,55659,49044,353,3650,348,0.10,34,87350,18531,0.09,32,70318,9486,0.69,243,17745,12861,373,114811,51901
6485,283,283,58480,43693,0.59,166,51924,42966,0.15,43,959,-88,283,62154,45273,283,3624,226,0.08,23,202771,26325,0.07,20,231359,43686,0.70,198,20299,11913,324,129289,50659
6488,99,99,51329,40119,0.57,56,42506,37402,0.20,20,5891,932,99,55450,40920,99,3393,180,0.08,8,55406,42427,0.08,8,46958,37856,0.71,70,15609,9404,114,105771,51962
6490,116,116,42458,30592,0.63,73,51847,45387,0.09,10,9226,-67,116,48612,35480,116,2966,234,0.05,6,15101,8270,0.04,5,24408,6730,0.57,66,16708,12748,132,81268,35526
6501,644,644,61234,50418,0.73,472,66236,57495,0.19,124,-2384,-1804,644,63489,52166,644,1931,498,0.10,67,74294,39955,0.10,67,54570,14656,0.74,477,18610,13409,671,126711,57015
6502,729,729,54129,42836,0.69,501,64365,53587,0.17,122,-1768,-1386,729,56846,44971,729,2296,500,0.09,68,70476,18028,0.09,66,57467,8774,0.68,493,17358,10432,810,146941,68311
6503,1375,1375,50953,41119,0.68,929,57921,48815,0.15,213,-177,-241,1375,53417,43923,1375,2029,333,0.11,146,76022,29146,0.11,145,64162,20885,0.72,993,14700,9147,1584,103615,34464
6505,94,94,29844,34042,0.49,46,48179,38649,0.19,18,1434,-3502,94,33274,34248,94,3028,288,0.12,11,144520,49378,0.11,10,135643,30656,0.65,61,10667,8338,92,109959,44263
6507,348,348,65042,48078,0.61,211,59169,51167,0.16,54,2569,1218,348,69907,51242,348,3705,299,0.09,30,65518,28250,0.07,25,52753,18228,0.76,266,20489,11820,360,176775,61311
6509,86,86,63965,52500,0.64,55,67385,55697,0.20,17,-109,736,86,67294,56733,86,3329,466,0.09,8,27158,25240,0.08,7,28453,28529,0.72,62,21473,13350,100,156453,48510
6510,1166,1166,54717,47392,0.74,865,57682,51355,0.13,156,-706,-732,1166,57657,50880,1166,2654,570,0.07,86,100341,39200,0.07,81,88591,28562,0.75,874,16027,11125,1350,119362,46073
6511,332,332,55096,37846,0.62,206,50294,42474,0.15,51,-558,-82,332,57081,38814,332,1983,300,0.13,44,104224,44904,0.13,44,79516,12550,0.69,230,17510,8520,395,140706,48083
6513,116,116,53360,48722,0.59,68,48383,47783,0.15,17,8496,1683,116,56830,50316,116,3470,300,0.10,12,48989,30622,0.11,13,26905,6691,0.70,81,19247,14488,131,143220,63114
6514,316,316,56206,43071,0.63,198,65584,50844,0.20,63,997,-605,316,58746,45280,316,2001,374,0.08,26,108998,31068,0.08,24,100144,18086,0.70,220,17216,11584,374,194414,75549
6515,235,235,57260,49785,0.62,145,50031,46122,0.15,36,4071,1144,235,61151,53391,235,3471,300,0.04,10,72123,57844,0.04,10,50197,36084,0.72,169,21229,14770,246,177169,54769
6516,1253,1253,58718,42869,0.70,876,61034,48214,0.16,196,-162,-326,1253,60800,44749,1253,1962,370,0.09,119,80066,21200,0.09,111,63134,10906,0.72,907,17971,10287,1367,159009,58342
6517,283,283,52322,47326,0.66,186,53950,49236,0.18,52,54,1249,283,56060,49014,283,3546,718,0.06,17,142017,34399,0.06,17,154155,30954,0.74,209,16540,11250,315,174401,50382
6518,149,149,40960,42520,0.72,107,52274,46637,0.17,25,-2407,-1275,149,44318,47607,149,2668,315,0.01,2,55578,55578,0.02,3,22002,1065,0.75,112,13206,9837,176,108509,35572
6519,275,275,53846,44046,0.68,188,56512,47359,0.14,38,-759,591,275,57189,48571,275,2523,320,0.08,22,136107,41500,0.08,22,118875,19226,0.72,197,15949,10880,314,145992,41593
6521,244,244,51462,41050,0.60,147,49443,36477,0.14,35,6807,2505,244,54134,42250,244,2359,150,0.10,24,196463,42956,0.09,23,197802,33792,0.70,170,16440,10195,261,146380,32237
6522,316,316,61881,49186,0.65,206,54560,49018,0.12,38,-1546,-274,316,66182,54517,316,3767,418,0.07,23,125032,36354,0.07,22,137552,24552,0.74,233,20282,14346,388,176502,38849
6525,2008,2008,60697,43735,0.69,1377,62610,48621,0.16,323,-340,-559,2008,63157,45713,2008,2278,376,0.08,164,68064,29160,0.08,155,51504,11851,0.72,1441,19330,11777,2276,175705,70544
6528,283,283,53175,35856,0.64,182,54378,39738,0.10,28,10824,3474,283,55476,36248,283,2015,273,0.11,31,67047,21050,0.10,28,69451,12993,0.67,190,20569,10335,286,153429,59235
6530,19174,19174,61804,48988,0.80,15352,62341,53246,0.13,2506,-2122,-1791,19174,63971,50758,19174,2108,591,0.06,1118,78624,28499,0.06,1071,53920,12702,0.77,14692,17985,11827,21568,128384,52072
6532,3588,3588,63645,50799,0.80,2867,65638,55376,0.17,603,-2942,-2810,3588,66167,53229,3588,2309,620,0.07,235,64079,21651,0.06,227,48049,12647,0.77,2746,19497,13820,3841,122352,61911
6535,854,854,55215,40612,0.64,549,54103,43439,0.16,133,-2468,-195,854,58101,42381,854,2301,356,0.06,49,77377,22683,0.05,46,74546,13888,0.70,600,17063,10423,903,140597,55495
6536,884,884,50316,37773,0.67,593,54344,39309,0.18,156,1860,1044,884,52335,39006,884,1944,296,0.11,100,56615,23671,0.10,90,51714,13332,0.69,609,14771,7608,993,138232,53010
6537,497,497,53307,42781,0.80,400,54910,46473,0.22,107,-6,-941,497,55193,44746,497,1630,300,0.08,42,164647,21376,0.08,40,151015,12602,0.73,363,14354,8745,609,103455,40676
6556,1304,1304,65162,50698,0.81,1054,68598,56515,0.15,193,-3117,-2424,1304,67351,52663,1304,2086,625,0.09,118,52016,30624,0.09,116,32550,11994,0.78,1011,19504,12340,1449,123904,69318
6558,468,468,60782,49986,0.78,364,63553,55934,0.16,74,-2410,-784,468,63509,52440,468,2300,478,0.08,36,75234,24357,0.08,36,54727,14866,0.75,352,17720,12555,552,119626,59299
6560,743,743,59491,53604,0.87,643,63624,56873,0.12,87,-2078,-1821,743,61370,54468,743,1836,645,0.06,42,66739,27580,0.06,43,46817,22091,0.80,594,15571,11123,855,85743,50226
6562,784,784,61057,49852,0.79,620,67768,59221,0.14,112,-2424,-2084,784,63408,52811,784,2151,572,0.10,78,53192,25520,0.09,74,42554,16583,0.75,589,17922,12851,905,118057,63233
6564,212,212,56239,46834,0.70,149,66664,60432,0.15,32,-209,654,212,58405,50884,212,1885,544,0.12,25,117613,57438,0.12,25,107796,25798,0.69,147,17834,13116,260,144520,60266
6566,2003,2003,57733,44358,0.70,1408,65140,54378,0.18,351,-694,-707,2003,59837,46368,2003,2003,442,0.11,222,54346,23746,0.11,222,41121,12478,0.71,1424,17663,11174,2243,138210,63989
6567,145,145,52435,37000,0.73,106,57803,43224,0.20,29,-884,-2437,145,53620,37804,145,1169,275,0.11,16,35875,10572,0.10,15,32240,6505,0.68,98,15066,9013,169,100369,47047
6568,144,144,59003,45986,0.59,85,53596,45055,0.15,21,3010,-1342,144,62021,49252,144,3008,480,0.06,8,101665,80773,0.06,8,69131,36942,0.74,106,17664,14001,143,126392,52322
6569,200,200,61242,43243,0.62,123,48140,45173,0.14,27,8,-93,200,65191,47612,200,3867,339,0.04,7,69051,60649,0.04,7,45470,30079,0.74,148,19133,10208,219,98273,38209
6575,92,92,54658,52388,0.53,49,49009,39767,0.20,18,1187,1570,92,60162,58544,92,5504,224,0.05,5,48229,32825,0.05,5,35968,32383,0.75,69,17161,13350,107,200109,68775
6603,703,703,59838,48368,0.72,506,56349,48283,0.16,112,-1647,-160,703,63380,51755,703,3376,545,0.06,40,63191,12050,0.06,40,54069,4978,0.76,535,17135,12240,794,123029,53357
6606,140,140,59190,42237,0.49,68,39978,29926,0.16,22,385,930,140,62484,48030,140,2401,50,0.05,7,109023,20260,0.05,7,100138,7348,0.68,95,19316,14339,139,106948,53178
6608,66,66,62070,53202,0.65,43,51199,48901,0.14,9,6428,4425,66,66992,54610,66,4871,860,0.02,1,239581,239581,0.02,1,58803,58803,0.83,55,16585,12085,78,84074,26752
6609,579,579,63733,54610,0.75,437,58486,53886,0.13,73,8780,2805,579,66967,57154,579,3161,587,0.04,21,247192,21450,0.03,20,223035,11316,0.78,449,19717,13753,656,102514,29294
6612,118,118,64093,47299,0.47,56,55349,55578,0.20,24,-1534,3664,118,69457,52338,118,5146,192,0.07,8,71316,44142,0.07,8,71400,29775,0.71,84,20952,13149,122,253783,70466
6620,186,186,50607,44937,0.61,113,55436,49594,0.13,24,-577,-3305,186,53750,49814,186,2992,286,0.11,21,152694,25562,0.12,22,144704,13374,0.73,136,14386,11046,223,82475,35422
6623,334,334,62650,52128,0.70,233,56378,54600,0.15,50,4719,-10,334,65430,55002,334,2636,372,0.06,19,107621,23427,0.05,17,117589,24995,0.75,252,19571,12811,390,123953,46645
6630,296,296,53655,43005,0.69,204,54276,46542,0.13,38,-432,288,296,56316,45644,296,2594,452,0.07,20,205856,26993,0.06,19,193388,9262,0.69,204,17185,13622,362,110081,28783
6635,84,84,45807,38918,0.76,64,48518,41934,0.08,7,-5720,-6441,84,46948,41612,84,1019,330,0.11,9,79745,6587,0.12,10,72157,8164,0.70,59,11457,7419,111,54609,22097
6638,236,236,51613,44012,0.78,183,54826,48550,0.12,28,2554,1416,236,53486,45362,236,1367,310,0.09,21,183829,60955,0.08,20,151356,26459,0.68,161,14029,10289,307,64107,17808
6639,53,53,55866,48370,0.70,37,67044,65608,0.19,10,1857,-198,53,59391,52421,53,1289,442,0.13,7,164925,52356,0.13,7,133940,35831,0.74,39,14425,12517,55,98510,57362
6640,106,106,41703,38169,0.69,73,55339,55410,0.06,6,-2706,-3884,106,43227,39396,106,1349,136,0.06,6,15926,9112,0.06,6,42693,21152,0.59,63,12479,9783,127,50661,17888
6642,426,426,57509,46443,0.78,332,57912,51576,0.09,40,-2271,-3594,426,58924,46854,426,1385,273,0.07,29,67164,24000,0.06,27,42950,11715,0.73,313,15895,9940,585,66452,12666
6646,143,143,46880,37842,0.86,123,49344,39492,0.10,14,-13004,-3008,143,50338,41767,143,1652,20,0.03,5,93410,108591,0.03,5,64008,54499,0.70,100,11547,7300,235,39686,4077
6701,2977,2977,54726,45079,0.79,2352,53803,46552,0.18,535,-258,-863,2977,57066,46895,2977,1776,392,0.07,204,75010,22810,0.06,191,57503,10632,0.77,2301,14062,9169,3660,91254,29635
6707,1887,1887,64819,48065,0.85,1602,61812,48398,0.20,385,-496,-11,1887,66987,50135,1887,2104,600,0.10,191,60645,24521,0.10,184,45607,11009,0.81,1521,17870,9368,2138,117115,51538
6710,518,518,83168,68680,0.90,464,86097,72822,0.30,155,-4182,-2711,518,85657,70580,518,2256,714,0.05,26,63387,12568,0.05,24,30484,5474,0.80,415,27182,19497,690,97626,48360
6713,763,763,102686,85149,0.92,701,101502,88290,0.40,309,-4900,-3738,763,105524,89121,763,2576,1171,0.05,36,49449,16658,0.05,38,25222,4072,0.87,660,33792,24696,876,174766,104224
6714,10468,10468,94421,78838,0.93,9782,96485,82566,0.31,3256,-5649,-3888,10468,96966,81442,10468,2473,1209,0.04,442,75342,20970,0.04,438,53321,12664,0.86,9019,30167,21943,12485,111566,56722
6716,337,337,106390,122719,0.94,316,113869,129890,0.43,144,-4733,-4138,337,108193,125457,337,1745,900,0.06,19,11661,3745,0.05,17,9459,4690,0.87,292,34897,38211,416,153768,103469
6718,279,279,54838,42557,0.91,254,55089,40550,0.18,51,-5597,-4288,279,56269,43147,279,1409,397,0.03,8,83674,9872,0.03,9,57127,3497,0.68,190,16308,10507,513,50287,11824
6720,1305,1305,93568,89898,0.94,1224,97912,95658,0.33,425,-5905,-4711,1305,95705,92382,1305,2087,1145,0.03,35,39768,19584,0.03,34,29272,11335,0.85,1112,29852,29715,1536,128041,77845
6721,2827,2827,104370,93423,0.92,2592,105175,99006,0.36,1006,-5957,-3781,2827,107827,97238,2827,3305,1769,0.05,142,82479,20783,0.05,136,66698,14854,0.89,2512,33322,27260,3563,125563,65082
6722,6396,6396,84767,76580,0.94,5991,88738,82182,0.22,1432,-6069,-4262,6396,87471,78935,6396,2646,1326,0.04,238,51604,17815,0.04,235,36735,9405,0.85,5424,25641,20977,7939,87048,42315
6725,7479,7479,65376,56093,0.87,6523,65243,58752,0.19,1434,-2167,-2045,7479,67379,58179,7479,1929,589,0.09,657,74969,26063,0.08,613,52839,11683,0.82,6120,17839,12631,9028,97092,42490
6726,2270,2270,62276,52012,0.87,1980,63113,54116,0.17,393,-2204,-1368,2270,64321,53636,2270,2033,540,0.07,148,102568,28188,0.06,137,82208,12992,0.79,1800,17542,11654,2690,96262,35588
6728,2188,2188,53273,49548,0.87,1893,59331,54122,0.14,305,-4497,-3805,2188,59436,51498,2188,6125,613,0.05,101,113128,23952,0.05,103,87893,12712,0.75,1650,15626,11743,2702,70509,23117
6740,489,489,54855,44439,0.88,431,54476,47258,0.10,48,-1527,-2380,489,56052,45154,489,1126,252,0.05,24,59194,17650,0.05,23,50343,9239,0.73,359,14381,9073,705,56138,12134
6743,3749,3749,65382,56443,0.89,3334,62656,56823,0.19,709,62,-633,3749,67451,58042,3749,1968,542,0.07,250,68406,26039,0.06,243,46768,12673,0.83,3097,17084,11956,4717,89381,31264
6751,1755,1755,94777,94657,0.94,1656,98114,102324,0.35,618,-5665,-4716,1755,97005,97517,1755,2152,1063,0.05,86,57287,22215,0.05,81,42298,12222,0.85,1486,30381,30906,2096,128362,72639
6753,2865,2865,87886,77347,0.95,2729,90156,82736,0.27,784,-6017,-4540,2865,89926,79447,2865,1993,972,0.04,103,34364,14647,0.04,111,23331,8981,0.85,2441,27001,21798,3610,103294,38842
6754,780,780,102884,111695,0.94,736,109927,123349,0.31,243,-6201,-4890,780,105056,114400,780,2093,1147,0.04,29,37281,12273,0.04,29,30663,6838,0.86,672,33880,36438,916,136404,85529
6760,116,116,58789,41852,0.91,105,56063,45200,0.17,20,-2803,-1157,116,61223,42424,116,2435,640,0.03,3,18636,18100,0.02,2,4290,4290,0.73,85,17040,10296,167,79775,20899
6765,1018,1018,46430,35454,0.85,864,47176,37510,0.06,63,-1341,-1001,1018,47600,36695,1018,1149,0,0.02,25,73550,69830,0.02,25,39298,24134,0.65,665,12427,7243,1498,33852,4635
6770,901,901,53025,41730,0.87,786,51028,44279,0.07,66,-3048,-3095,901,54156,43060,901,1108,200,0.03,25,116556,28830,0.03,25,87348,14753,0.70,634,14395,8757,1396,43200,5786
6798,784,784,73323,72499,0.86,673,76274,77693,0.33,259,-654,-960,784,75430,75068,784,2081,1228,0.08,61,101168,24534,0.08,59,75930,12220,0.84,660,19794,17421,887,152535,92270
6799,254,254,57899,51949,0.92,233,58196,51095,0.27,68,-847,-1176,254,59610,54310,254,1665,854,0.12,31,62733,15892,0.12,30,51328,9870,0.81,207,13617,8641,297,103824,55361
7000,10303,10303,61457,45306,0.79,8089,58272,47417,0.15,1520,3902,2397,10303,63906,47146,10303,2408,519,0.13,1297,93221,22514,0.12,1207,64294,10639,0.73,7549,19212,10890,11353,162265,44934
7004,5237,5237,65604,46445,0.74,3898,61010,48343,0.16,815,4880,3493,5237,68594,48586,5237,2969,590,0.14,710,86370,23064,0.13,656,55252,10622,0.73,3827,21691,11648,5665,222793,58437
7005,9321,9321,70096,40886,0.69,6404,61693,41167,0.17,1589,4527,2907,9321,73057,42586,9321,2920,419,0.11,1047,111729,22315,0.10,914,72796,9900,0.67,6203,27942,12273,9781,278364,54183
7007,2169,2169,67654,47634,0.78,1688,63765,50840,0.14,306,2558,2078,2169,70124,50249,2169,2428,517,0.11,242,67813,19612,0.10,222,33112,9824,0.72,1560,23018,13696,2347,218217,85603
7008,8274,8274,59750,47232,0.81,6666,59206,51170,0.12,1032,3030,1908,8274,61852,49221,8274,2069,574,0.12,964,68326,21314,0.11,888,44791,10322,0.75,6245,17466,10891,8899,156329,64591
7009,8240,8240,46940,41784,0.84,6884,47521,44287,0.09,701,3744,1715,8240,48450,43170,8240,1488,484,0.12,1002,50514,19141,0.11,915,37412,8601,0.74,6060,11252,7905,9065,90716,31282
7010,10032,10032,45088,40712,0.84,8394,45857,43222,0.07,654,2929,1506,10032,46516,42255,10032,1404,475,0.10,982,51492,20330,0.09,914,37462,9878,0.73,7366,10229,7325,11127,86152,30972
7011,8466,8466,49150,45640,0.84,7143,50782,48655,0.07,584,1294,1281,8466,50768,47039,8466,1584,627,0.08,679,54110,24190,0.08,636,36244,11818,0.78,6630,11088,8230,9398,98534,46526
7012,497,497,53162,51015,0.80,399,57589,56879,0.11,55,2273,1152,497,54835,52421,497,1671,614,0.12,58,57498,23865,0.11,57,38955,11608,0.78,386,13009,10948,576,126956,80422
7015,6808,6808,56449,47218,0.75,5085,59121,53422,0.12,803,3226,1910,6808,58413,49008,6808,1952,576,0.09,594,67334,25227,0.08,567,44728,9485,0.74,5023,15858,10791,7171,174226,83623
7016,1214,1214,45236,43081,0.88,1064,45800,44666,0.03,34,3780,2781,1214,46717,44320,1214,1479,565,0.06,72,63317,27440,0.06,70,43198,9795,0.79,964,8777,6866,1397,66487,31107
7017,3856,3856,58736,51970,0.84,3225,57517,54392,0.11,423,2903,912,3856,60891,53676,3856,2118,695,0.08,327,88747,37135,0.08,317,66180,18663,0.82,3159,14949,10353,4070,137597,73837
