Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance
6108,13519,13519,53312,45707,0.80,10844,58935,52914,0.12,1633,-3836,-3066,13519,55080,47536,13519,1726,546,0.09,1195,483172,27769,0.08,1142,486067,11768,0.74,9965,14455,10394,15548,96250,44376
6109,6941,6941,51694,44756,0.80,5555,54958,49925,0.09,603,-1751,-2043,6941,53424,46124,6941,1704,513,0.12,815,55817,30291,0.11,783,36881,14164,0.75,5177,13319,9162,7894,70708,28753
6110,24352,24352,56322,48349,0.83,20134,60949,54018,0.11,2590,-4759,-3787,24352,58201,49876,24352,1847,598,0.09,2133,58053,27292,0.08,2039,39001,12681,0.77,18654,15211,10834,26892,84478,40544
6111,13549,13549,59113,47803,0.79,10691,62876,54372,0.12,1660,-2472,-1843,13549,60940,49408,13549,1773,525,0.08,1021,69243,25878,0.07,990,49167,11020,0.75,10145,17158,11355,15699,117057,53450
6112,38807,38807,60728,52450,0.85,32888,64883,57725,0.11,4341,-4745,-3838,38807,62801,54287,38807,2034,726,0.08,3045,51630,21563,0.08,2936,34294,10524,0.79,30712,16604,11995,42256,82036,41151
6121,1970,1970,67784,51827,0.74,1451,68861,55198,0.20,392,-3756,-3334,1970,70383,53933,1970,2473,544,0.10,193,72416,34920,0.10,193,52369,19407,0.78,1539,20820,13763,2147,152040,69102
6122,12503,12503,65769,56328,0.86,10698,68559,61238,0.10,1285,-3830,-3367,12503,67991,58160,12503,2189,840,0.08,963,67127,27446,0.08,944,47717,12049,0.81,10091,18574,13533,13292,90091,49559
6123,1385,1385,62368,52306,0.83,1150,66891,59768,0.10,143,-2717,-1954,1385,64743,54638,1385,2352,929,0.07,93,51062,28412,0.07,93,35215,14163,0.80,1113,17169,12305,1530,105493,44038
6124,748,748,69336,55563,0.80,597,75898,64399,0.17,129,-2542,-2682,748,71619,58110,748,2126,844,0.08,58,75126,25340,0.08,60,54770,10427,0.78,581,21408,14646,838,137014,58971
6125,1984,1984,65548,50314,0.74,1464,70925,57812,0.17,341,-2379,-2271,1984,68228,52795,1984,2314,646,0.10,192,79370,29610,0.09,179,63880,19566,0.75,1493,20899,12513,2139,148184,64247
6126,150,150,53408,44320,0.65,97,67766,53674,0.15,22,-4919,-1297,150,56015,48145,150,2307,372,0.11,17,53553,35829,0.12,18,39377,30612,0.65,98,18819,11678,184,183067,63861
6147,8971,8971,51468,43185,0.80,7188,56966,49971,0.11,988,-4716,-3364,8971,53131,44774,8971,1604,519,0.10,906,49339,20778,0.09,847,36160,9434,0.73,6581,13764,9486,10165,87892,37250
6148,11478,11478,66451,45852,0.72,8318,69624,55039,0.21,2394,-2093,-1752,11478,68988,47719,11478,2440,560,0.09,982,104330,24922,0.08,918,82071,10501,0.71,8136,23274,13090,12343,189665,66172
6149,12062,12062,66886,48890,0.74,8960,73546,59075,0.22,2595,-3386,-2293,12062,69195,50817,12062,2227,576,0.07,891,103827,23470,0.07,839,77408,8189,0.73,8765,22465,14039,13217,193827,82920
6150,8494,8494,65515,42810,0.69,5851,72371,54550,0.23,1983,-1291,-873,8494,68047,44943,8494,2379,460,0.08,684,118536,23216,0.07,622,96473,9833,0.68,5790,23793,13674,8938,205891,74545
6151,11582,11582,93796,57700,0.73,8492,83059,61234,0.20,2299,-1472,-1062,11582,97659,60533,11582,3767,722,0.09,1044,155583,26586,0.08,982,122017,10640,0.77,8924,35714,17020,12963,273095,74046
6152,16292,16292,74431,52382,0.76,12340,75354,59137,0.19,3020,-2521,-1853,16292,77559,55044,16292,3044,652,0.09,1484,119946,24316,0.09,1387,93638,8987,0.75,12199,25752,14927,17908,185676,62047
6153,14372,14372,102324,55506,0.68,9704,85974,60353,0.23,3298,-2857,-1365,14372,106763,58619,14372,4246,653,0.09,1236,231370,31202,0.08,1192,165922,12035,0.74,10658,42451,18154,15357,346579,94608
6154,6542,6542,74070,52086,0.72,4692,78272,60478,0.19,1214,-1919,-1294,6542,76829,54512,6542,2622,641,0.09,580,84034,25246,0.08,542,57537,9264,0.73,4788,26068,15591,7014,199558,83931
6155,32694,32694,62191,48718,0.79,25974,67908,56412,0.20,6537,-4769,-3634,32694,64266,50512,32694,2015,616,0.09,2786,83110,24759,0.08,2665,62566,10691,0.74,24270,19296,12824,35083,125926,51817
6156,11095,11095,83295,56623,0.76,8397,78910,60764,0.17,1918,-2345,-1776,11095,86421,58846,11095,3048,737,0.09,978,98808,23326,0.08,938,71318,9108,0.78,8613,29260,15923,12048,209918,82657
6157,8929,8929,78017,56564,0.77,6858,76411,60782,0.16,1441,-1916,-1702,8929,81097,59044,8929,3004,763,0.09,840,77115,24821,0.09,789,47469,10176,0.77,6893,26422,15917,9962,194892,86478
6158,5012,5012,94021,59394,0.73,3683,86495,61909,0.21,1049,-840,-722,5012,97985,62353,5012,3844,794,0.10,500,111753,21122,0.09,461,75119,8206,0.76,3833,35904,18362,5653,272937,106246
6159,2618,2618,101738,63240,0.68,1779,89355,65819,0.21,540,-641,-332,2618,107982,66486,2618,5983,800,0.11,284,146976,28846,0.10,267,105170,12413,0.77,2008,39754,19231,2933,397204,96904
6160,6151,6151,77308,51651,0.77,4748,71980,55597,0.17,1072,-319,-442,6151,80419,54177,6151,2975,732,0.13,784,104754,23626,0.12,731,77713,10421,0.78,4821,26279,13737,7784,169357,43699
6161,81,81,62126,60326,0.95,77,64247,59623,0.19,15,-2569,-455,81,64361,60326,81,2235,1124,0.05,4,68408,42882,0.05,4,44628,17460,0.93,75,14186,12489,144,65184,18038
6162,7539,7539,73423,52433,0.76,5751,72324,57035,0.19,1412,500,-233,7539,76291,54651,7539,2779,705,0.12,939,84233,24476,0.12,885,55934,9155,0.77,5794,24184,14217,8725,171258,66365
6163,33117,33117,63535,50706,0.80,26628,65760,55976,0.15,4868,-2446,-1910,33117,65676,52552,33117,2092,639,0.09,3106,63294,22998,0.09,2954,42051,9489,0.77,25456,18889,12426,37976,123271,51994
6164,40552,40552,65914,55354,0.86,34868,69151,60000,0.14,5698,-4953,-4254,40552,68093,57248,40552,2136,788,0.08,3070,71760,24559,0.07,2934,51316,10300,0.81,32703,18732,13333,44099,99713,49336
6165,115,115,57617,47528,0.79,91,64066,54472,0.19,22,-2534,-2024,115,59534,48390,115,1876,479,0.06,7,45146,56708,0.06,7,35166,20725,0.75,86,16410,10963,136,96297,30603
6166,6753,6753,71494,55373,0.79,5320,70888,59742,0.18,1203,-901,-1883,6753,74116,57715,6753,2504,771,0.08,545,71320,28085,0.08,528,47717,11780,0.79,5328,22158,14481,7459,152628,66321
6167,14878,14878,58809,50978,0.84,12550,62648,56474,0.09,1355,-4721,-3612,14878,60719,52750,14878,1891,680,0.07,1067,58697,20525,0.07,1019,42986,10322,0.78,11641,15917,11584,17041,80030,39827
6168,12917,12917,57708,47560,0.80,10323,62593,54540,0.13,1675,-2934,-2434,12917,59654,49394,12917,1905,620,0.06,787,53592,25290,0.06,761,35170,11252,0.75,9700,16096,11037,15253,113469,48907
6169,20024,20024,60816,48375,0.80,16054,66233,56258,0.13,2697,-3542,-2556,20024,62864,50037,20024,1963,667,0.06,1296,66073,23904,0.06,1254,47927,11191,0.74,14912,17977,12141,23013,123165,54085
6170,9947,9947,61463,54389,0.88,8801,65159,58979,0.09,871,-4975,-4078,9947,63604,56306,9947,2120,875,0.07,730,38843,21000,0.07,713,22402,10137,0.81,8046,16347,12188,10627,71089,37284
6171,21423,21423,67650,56775,0.88,18802,71958,62730,0.10,2216,-5360,-4084,21423,69905,58842,21423,2224,983,0.06,1348,115658,22898,0.06,1309,101077,11452,0.81,17303,19337,14167,23052,93651,48075
6172,7810,7810,62522,51154,0.85,6639,67682,57819,0.12,939,-5429,-3645,7810,64595,52952,7810,2052,814,0.06,471,53493,25835,0.06,450,35756,12896,0.78,6067,17884,12760,8824,104738,47660
6173,7582,7582,73687,58046,0.87,6628,77212,64474,0.13,1002,-6155,-4850,7582,76132,60289,7582,2402,1043,0.07,494,116467,33292,0.06,489,91920,12991,0.79,6008,22989,15923,8307,117375,54783
6174,3266,3266,65701,53970,0.86,2822,69514,58935,0.10,339,-4966,-3738,3266,67959,55840,3266,2229,932,0.07,228,54832,22754,0.07,219,34957,10224,0.79,2569,19020,14024,3466,93423,43167
6175,2376,2376,68649,53376,0.84,1988,72387,60491,0.14,328,-5283,-3996,2376,71010,55095,2376,2304,902,0.09,204,80605,25166,0.08,194,61464,9784,0.77,1835,21160,14653,2580,121410,59287
6176,1255,1255,64323,53383,0.82,1027,67941,59991,0.13,162,-1722,-2752,1255,66719,55353,1255,2383,820,0.07,84,49374,20870,0.07,82,36765,8344,0.79,991,18540,13035,1305,104771,38887
6180,3496,3496,64344,52968,0.85,2985,70135,60500,0.10,333,-5519,-4321,3496,66479,54710,3496,2106,800,0.07,236,51318,20494,0.07,228,35947,10400,0.77,2703,18997,13672,3720,85947,43612
6181,313,313,70262,51542,0.82,256,74087,57184,0.27,84,-5111,-3850,313,72572,54951,313,2295,976,0.05,16,41084,20826,0.05,15,20325,3036,0.77,241,22559,14693,342,146994,79716
6207,647,647,69403,50391,0.76,490,76107,59196,0.18,118,-1151,-1367,647,71976,52723,647,2411,698,0.09,59,95590,33000,0.09,60,80954,16734,0.76,493,22433,16331,711,135820,66033
6208,6703,6703,62290,46023,0.76,5095,70059,57280,0.14,908,-2040,-2134,6703,64373,47734,6703,1993,582,0.06,394,59797,25230,0.06,380,47930,14431,0.70,4713,20302,13427,7673,133910,55358
6209,957,957,62668,45331,0.76,724,67087,52016,0.15,142,-2059,-2299,957,64757,46867,957,2042,521,0.06,61,84618,21866,0.06,61,64766,11114,0.72,692,20268,11808,1118,129891,49940
6210,40713,40713,64044,44338,0.75,30442,67793,53872,0.14,5546,-2400,-2076,40713,66306,46307,40713,2201,580,0.07,2884,71394,27209,0.07,2801,51019,12842,0.71,28879,21388,12204,45980,140487,53826
6211,4362,4362,66313,47014,0.76,3320,72034,56008,0.14,615,-2681,-1550,4362,68511,49026,4362,2078,658,0.08,346,57913,25898,0.08,334,41784,12042,0.71,3092,22747,13988,4959,139361,58750
6213,405,405,59942,44733,0.75,302,67484,54234,0.17,69,-424,-822,405,62149,48000,405,2118,550,0.11,44,43214,19707,0.10,39,37384,5726,0.68,275,19897,15393,457,158212,74163
6214,423,423,62838,46500,0.71,300,74601,63555,0.13,53,-1507,-2571,423,65586,51347,423,2253,376,0.09,40,109004,38369,0.09,39,96816,19001,0.70,294,21964,14811,442,165752,69515
6215,2318,2318,63612,46574,0.76,1759,73009,59985,0.13,298,-1554,-612,2318,65757,48114,2318,1986,632,0.08,178,68685,29070,0.08,180,55996,15431,0.72,1663,20808,13961,2565,150481,62983
6218,285,285,51883,39085,0.73,207,62041,50955,0.07,19,-2151,-1150,285,54136,41136,285,2140,375,0.06,18,54999,36427,0.06,17,48240,34172,0.68,195,15518,9769,308,98109,33435
6220,2830,2830,58440,49428,0.79,2222,62056,54998,0.14,389,1564,6,2830,60788,51324,2830,2173,568,0.06,181,106766,33294,0.06,176,93224,19144,0.75,2136,16884,11366,3214,127200,43647
6221,153,153,56073,41333,0.69,106,62898,49630,0.18,28,318,-28,153,59929,44696,153,3132,300,0.03,5,19081,20000,0.04,6,10693,9578,0.68,104,18250,11802,156,175054,59262
6224,764,764,57134,46514,0.76,580,62821,54268,0.16,119,-831,459,764,59352,49498,764,2052,492,0.05,40,39768,12472,0.05,39,27486,11483,0.72,550,17538,12150,852,131620,47051
6225,4682,4682,60970,46580,0.79,3686,68816,58082,0.14,637,-1995,-1592,4682,62819,48710,4682,1731,600,0.05,213,57370,23135,0.05,219,49047,17377,0.71,3347,19355,14251,5425,140407,59640
6226,601,601,69698,54394,0.79,477,74315,63976,0.22,135,-2951,-2715,601,72536,57522,601,2523,706,0.05,32,128427,59278,0.06,34,82868,23114,0.76,456,22559,16063,639,168443,82618
6227,483,483,61727,51160,0.78,375,69810,59884,0.16,78,-574,-588,483,63642,53539,483,1915,576,0.10,49,90796,33556,0.09,45,96851,19855,0.75,364,19131,14256,531,132519,70996
6229,113,113,50695,43381,0.69,78,49018,39784,0.26,29,2393,-3467,113,53144,44075,113,2249,340,0.10,11,186901,56598,0.10,11,166524,30469,0.76,86,13828,7068,131,133414,50866
6230,25720,25720,62717,48082,0.80,20618,63253,52552,0.15,3813,-1565,-1721,25720,64892,49739,25720,2110,578,0.06,1661,102575,29771,0.06,1593,67524,12245,0.75,19403,19085,11558,29141,130593,52325
6232,6435,6435,61425,51017,0.83,5366,65862,56334,0.12,747,-2314,-1789,6435,63320,52279,6435,1869,622,0.06,354,74713,24168,0.05,341,50480,9854,0.77,4946,17522,12371,7268,107337,54570
6233,12054,12054,64502,51133,0.82,9940,69182,57870,0.15,1755,-2165,-1700,12054,66640,52894,12054,2076,667,0.06,680,70022,25066,0.05,655,48236,11020,0.77,9226,19484,13566,13494,137449,62792
6236,1422,1422,109905,47758,0.73,1031,66233,54182,0.19,265,-1265,-647,1422,112456,49839,1422,2380,545,0.08,119,101162,48679,0.08,119,81163,33766,0.74,1047,49968,12831,1533,179092,80554
6237,1595,1595,62585,48828,0.74,1181,67915,55440,0.19,299,-452,-1397,1595,65991,51802,1595,3105,723,0.09,146,83555,24972,0.09,145,66775,17443,0.74,1178,19620,12340,1773,162190,76288
6239,2768,2768,54383,41659,0.74,2062,61303,50743,0.16,444,-669,-582,2768,56521,43360,2768,1933,450,0.08,227,164431,21000,0.08,225,157809,15487,0.70,1925,16909,11430,3217,128394,52988
6240,96,96,48389,33857,0.64,61,51884,37380,0.28,27,-787,-248,96,50768,35962,96,1950,224,0.08,8,44835,36413,0.06,6,30565,17175,0.61,59,15714,6355,97,158133,51277
6244,998,998,51424,42108,0.58,580,52760,43082,0.17,173,1637,260,998,54207,44030,998,2401,200,0.10,101,111023,35960,0.10,98,109145,30029,0.70,700,15425,9667,1035,134914,52592
6251,217,217,51629,36666,0.65,142,56759,45494,0.20,43,2505,2366,217,54087,38154,217,2019,300,0.11,24,127302,39017,0.10,22,107895,54950,0.69,149,15959,8665,244,119891,45954
6253,389,389,44620,31104,0.65,252,56576,42354,0.20,77,58,-587,389,47164,33004,389,2020,300,0.14,53,27281,12940,0.13,49,20782,11176,0.58,227,15610,7787,451,148003,50354
6254,278,278,60836,43350,0.78,216,68476,57660,0.18,49,-1715,104,278,62514,45492,278,1588,346,0.09,24,127110,38568,0.08,23,130147,31026,0.72,199,19337,13294,308,114317,57062
6255,2454,2454,53994,40584,0.68,1670,60845,50470,0.19,469,81,284,2454,55843,41740,2454,1635,324,0.12,283,58873,21229,0.11,278,46139,12340,0.67,1640,17425,10286,2713,145025,69320
6256,151,151,54178,44151,0.69,104,57909,49197,0.16,24,4587,4550,151,56196,47221,151,1902,280,0.09,14,51147,38977,0.09,14,26985,6461,0.75,113,14461,9875,160,144092,55852
6258,3937,3937,48784,40689,0.76,2980,50959,44985,0.15,572,1305,500,3937,50919,42315,3937,1871,300,0.08,302,90347,30639,0.07,292,74033,16862,0.71,2798,13425,8712,4489,118720,46846
6260,934,934,52097,35690,0.72,674,47820,34702,0.15,144,2214,519,934,55328,36990,934,2627,300,0.08,72,62798,19178,0.07,70,47886,18778,0.69,647,16928,7057,1151,113672,29948
6262,436,436,43212,32956,0.63,273,51689,41409,0.17,76,1378,1962,436,45704,35206,436,1831,209,0.14,61,64007,15475,0.13,58,64052,8866,0.63,273,13102,7095,477,111596,52900
6271,2031,2031,58428,47136,0.78,1583,61087,51283,0.12,235,-1630,-1285,2031,60623,48898,2031,2018,530,0.08,168,55725,18508,0.08,158,44754,12817,0.74,1499,17556,11091,2283,112576,51858
6275,868,868,47314,36514,0.65,567,53052,42354,0.21,178,2357,1466,868,49696,38215,868,2085,315,0.13,111,53565,34872,0.12,108,38034,17194,0.64,556,14704,8053,1018,131994,57476
6280,17898,17898,55922,42688,0.74,13246,56863,46189,0.16,2839,-432,-1019,17898,58208,44496,17898,2167,453,0.09,1694,89273,27988,0.09,1652,67477,11398,0.73,12994,16377,9548,19550,138264,57416
6281,5669,5669,61520,44367,0.69,3894,59918,44860,0.17,957,691,98,5669,64414,46005,5669,2719,500,0.15,825,70550,27752,0.14,793,45148,11359,0.74,4220,18997,10044,6306,181757,60655
6282,1030,1030,65615,41156,0.61,629,58907,38653,0.22,229,2101,1425,1030,68900,43188,1030,2907,391,0.17,179,53634,25150,0.17,171,31002,8716,0.70,717,23804,12167,1112,268624,81991
6284,1835,1835,57197,45895,0.74,1353,60377,49230,0.16,300,1469,26,1835,59735,47575,1835,2179,481,0.15,283,80770,24527,0.15,276,63604,10224,0.75,1381,16359,10448,1925,131665,59103
6285,6975,6975,54134,40316,0.73,5094,54795,41768,0.17,1190,1480,610,6975,56264,41878,6975,1985,440,0.17,1168,59416,26503,0.16,1105,39547,11502,0.73,5115,15656,7928,8019,106551,38597
6286,556,556,50465,35762,0.67,372,53080,40577,0.18,101,2105,1397,556,53167,36925,556,2098,413,0.16,91,66674,18430,0.16,91,45863,10274,0.68,378,15662,8593,577,137779,56809
6288,427,427,44106,34629,0.66,281,52379,39546,0.15,62,5505,3522,427,46081,35950,427,1538,270,0.17,71,79166,26832,0.16,68,75660,28077,0.69,294,12830,7285,455,134418,44421
6290,1032,1032,44455,31917,0.58,601,48887,36128,0.16,163,2307,1728,1032,46274,33054,1032,1721,266,0.11,116,78078,27232,0.11,109,64074,10286,0.61,631,13830,6595,1141,169417,67346
6302,2070,2070,54656,41678,0.69,1430,58140,49930,0.16,336,-633,-302,2070,57532,44199,2070,2374,382,0.10,197,93452,29358,0.10,199,82202,19241,0.70,1443,16900,11540,2343,122414,50465
6304,948,948,56621,43055,0.59,561,59288,49060,0.18,167,-37,-138,948,59063,44878,948,2137,286,0.08,73,182071,26470,0.08,75,161203,14015,0.70,662,17947,11347,989,154744,62727
6306,607,607,55720,44461,0.60,363,49102,41648,0.16,98,3479,1905,607,58982,46904,607,3060,275,0.06,36,75079,19742,0.06,37,64521,16242,0.71,430,17002,11188,649,139277,46025
6308,924,924,56531,42736,0.65,599,54084,44074,0.16,146,1938,0,924,59607,45473,924,2793,325,0.08,72,82610,27434,0.08,72,68247,16136,0.73,675,17081,10764,974,135382,49858
6309,189,189,56306,38524,0.70,133,51089,41416,0.14,27,412,1121,189,59005,42547,189,2220,200,0.09,17,110935,15267,0.08,16,105054,11914,0.68,128,20350,9699,189,111809,58857
6311,335,335,55230,43480,0.70,234,51988,43394,0.15,51,2310,1446,335,58410,44947,335,2992,330,0.08,26,128888,17487,0.07,25,116290,14014,0.71,239,16617,10360,358,102016,51136
6312,2620,2620,55053,44922,0.74,1947,54239,48148,0.14,378,-59,439,2620,57681,47488,2620,2407,448,0.06,156,111485,44834,0.06,148,89099,22662,0.75,1977,15042,9549,2900,124251,43995
6313,129,129,66156,51195,0.72,93,48087,40747,0.12,16,5926,-2219,129,68871,53535,129,2715,400,0.04,5,38403,20147,0.04,5,8129,6860,0.83,107,18577,9631,121,114242,44432
6315,1227,1227,50851,43081,0.68,840,48108,43072,0.14,167,293,-1301,1227,54764,45982,1227,3585,659,0.06,74,154369,41112,0.06,75,138945,24727,0.71,874,13743,9675,1352,118124,43192
6316,206,206,63850,42910,0.60,123,48408,39142,0.17,35,6697,3821,206,67511,47975,206,3641,338,0.04,8,65348,62957,0.04,8,61187,36675,0.74,152,20404,11439,228,245378,53763
6317,2403,2403,52958,45619,0.79,1898,49886,45758,0.13,302,1241,366,2403,55408,46928,2403,2307,402,0.04,104,82656,35461,0.04,100,68377,21590,0.75,1810,13736,8542,2656,89536,30425
6318,289,289,55189,41822,0.59,171,44394,40199,0.15,43,1854,3113,289,58232,42906,289,2758,215,0.11,31,132394,47785,0.10,30,98245,24136,0.72,208,16504,10202,289,139174,43951
6320,354,354,53592,43134,0.59,209,46461,36300,0.15,52,2273,1588,354,57097,47852,354,3283,201,0.06,23,87378,36036,0.07,26,66009,7292,0.75,265,14854,9461,374,140521,37959
6321,304,304,48473,38471,0.58,177,44662,36036,0.12,37,-2500,-1924,304,50989,40640,304,2375,320,0.05,14,159093,36873,0.06,18,99556,21946,0.68,207,13652,7894,301,79155,28343
6322,148,148,78314,49846,0.49,72,51970,40284,0.19,28,1682,360,148,83731,58786,148,4916,300,0.07,10,62218,47914,0.07,10,79939,64814,0.74,109,25312,13851,147,145114,55740
6323,585,585,47284,39914,0.69,403,49938,46035,0.14,79,1811,826,585,49669,42050,585,1990,347,0.11,62,102825,36978,0.11,62,89003,32316,0.66,387,12971,8988,611,105295,45912
6324,2133,2133,48724,40316,0.70,1485,51603,46421,0.16,337,-87,-344,2133,51334,42490,2133,1965,300,0.11,235,73504,29173,0.11,235,57826,14558,0.69,1467,13913,8918,2303,115228,47710
6326,359,359,42788,32185,0.63,225,51053,43534,0.14,50,-379,258,359,45087,33088,359,1751,180,0.13,47,107715,52435,0.14,49,98849,50454,0.62,223,14499,8594,338,113638,41259
6327,132,132,40115,33624,0.55,73,45992,36834,0.13,17,3937,4163,132,42238,34682,132,2123,122,0.07,9,137417,45574,0.08,10,188999,12434,0.64,84,13393,7370,141,95605,32821
6328,280,280,53396,45364,0.57,160,44766,43492,0.20,57,2708,1568,280,59489,50984,280,3360,300,0.07,19,137132,52240,0.07,19,111237,22960,0.72,203,15914,9394,298,106504,39450
6330,21996,21996,53262,42800,0.74,16316,53728,46625,0.15,3406,444,-118,21996,55505,44449,21996,2056,457,0.09,1916,81608,28300,0.08,1867,59651,13471,0.72,15893,14997,9406,23782,130776,52369
6333,3627,3627,48368,34448,0.63,2283,51385,39390,0.19,683,2041,1244,3627,50545,36106,3627,1881,298,0.17,609,70278,24983,0.16,598,51897,11773,0.63,2303,15046,7469,3853,167464,61096
6335,459,459,64028,53863,0.70,322,52507,50048,0.14,66,1496,756,459,68428,57838,459,4010,437,0.07,30,186931,35482,0.07,31,157526,14119,0.75,345,19437,13414,530,131691,29321
6336,207,207,59466,49110,0.57,119,46723,38217,0.19,39,1793,-1,207,64302,51067,207,3339,278,0.08,17,153667,35395,0.08,16,140458,31974,0.73,152,17956,11190,217,75345,30187
6337,390,390,52897,40868,0.63,245,45469,40820,0.15,60,-567,-253,390,56246,44545,390,2421,326,0.04,17,316195,60335,0.04,17,283491,16283,0.73,285,18870,9987,435,69506,23542
6338,493,493,63152,44266,0.59,291,45033,36787,0.20,100,979,73,493,66795,46984,493,2822,229,0.11,52,112472,42281,0.10,48,90144,21553,0.73,358,20380,12547,553,157112,41020
6341,141,141,68078,64752,0.57,81,44445,41113,0.19,27,2975,-983,141,72301,70618,141,4223,300,0.04,5,66322,80667,0.04,5,47465,70530,0.80,113,20173,17133,170,116395,37682
6343,146,146,54171,43508,0.51,75,41354,34836,0.17,25,-2061,-3351,146,57836,43672,146,3644,227,0.08,12,228854,95044,0.08,11,251761,101502,0.73,107,18340,12615,168,98203,23922
6346,493,493,52559,40576,0.63,310,51069,46088,0.17,84,2904,172,493,56216,44853,493,3204,295,0.07,33,77620,49149,0.06,32,57392,9382,0.69,339,17575,13600,523,127851,36544
6348,540,540,59708,45791,0.75,406,65596,53408,0.21,114,-1634,-2014,540,61963,48108,540,2131,468,0.07,36,97895,43904,0.06,33,82954,24639,0.67,363,19570,15519,600,123536,52594
6350,280,280,49043,43872,0.59,165,47893,45031,0.16,45,-2077,-905,280,53283,47388,280,3830,466,0.06,16,60003,38926,0.05,14,54810,15774,0.74,206,14093,9711,287,110257,40636
6352,127,127,49725,38179,0.52,66,34168,26174,0.17,21,-474,503,127,54499,42902,127,4161,144,0.09,11,62882,11700,0.09,11,49496,6007,0.64,81,17352,12744,133,131675,36737
6353,561,561,53185,46141,0.66,373,52098,45969,0.16,91,1906,1365,561,56535,48391,561,3208,357,0.10,55,111508,39874,0.09,52,100493,24472,0.77,432,14547,11158,563,122370,46451
6355,368,368,62316,52403,0.50,183,43824,37486,0.17,62,-1060,-1504,368,68407,57028,368,4687,222,0.08,28,175265,54148,0.08,28,143096,27717,0.75,276,21244,15843,443,153568,33978
6358,71,71,25406,23298,0.56,40,36007,22790,0.23,16,2716,2092,71,26253,23298,71,692,0,0.14,10,67265,25816,0.14,10,73228,11644,0.52,37,11022,7920,74,60744,32550
6359,307,307,56992,45952,0.54,167,42002,39289,0.13,40,1137,1575,307,60154,46692,307,3061,75,0.07,21,429190,45244,0.07,21,400004,17311,0.72,221,17665,11067,333,169809,31548
6365,358,358,51303,42268,0.62,222,44334,41232,0.17,62,1384,802,358,54508,45878,358,3081,225,0.09,33,152280,41114,0.08,29,159294,37402,0.72,256,14884,10884,350,154062,66895
6367,216,216,61908,51737,0.68,146,48842,41170,0.15,33,1501,239,216,65402,53848,216,3338,218,0.07,16,57829,33114,0.07,15,47584,39385,0.79,170,18205,13206,251,113392,50640
6369,463,463,60206,46214,0.61,282,48964,42308,0.15,71,1215,784,463,63229,48558,463,2769,299,0.09,40,195151,53822,0.08,38,181442,35246,0.74,342,18369,12380,513,134752,34555
6370,297,297,56447,44582,0.60,177,49276,40848,0.19,55,-38,-891,297,60051,49894,297,3526,366,0.06,19,63997,10431,0.06,18,50735,12476,0.71,212,17376,12143,310,175314,56761
6375,642,642,60407,48791,0.63,406,50800,43715,0.13,81,2155,392,642,63112,50899,642,2373,300,0.07,44,163439,34305,0.07,42,146204,17953,0.78,499,17176,11527,644,143894,51407
6383,537,537,65676,50238,0.56,302,49553,42976,0.15,78,81,843,537,68634,51911,537,2868,300,0.08,44,127717,50510,0.08,43,119154,26226,0.74,395,20932,13047,573,127813,51398
6386,56,56,78257,57437,0.45,25,37383,31185,0.16,9,-1080,-2366,56,81729,57616,56,3473,0,0.05,3,78625,25642,0.05,3,40212,24056,0.70,39,28911,21151,64,141997,51820
6390,974,974,73833,60828,0.79,773,84077,78171,0.21,205,-4381,-1977,974,76032,62941,974,2032,564,0.06,60,41523,15545,0.06,62,26755,10019,0.75,731,25264,20725,1085,148071,75669
6391,651,651,63965,50811,0.63,409,51430,43760,0.21,135,2084,-109,651,67692,53885,651,3480,397,0.05,30,147534,20091,0.04,29,138562,18637,0.80,520,18444,11463,689,122742,49800
6392,349,349,60237,45579,0.61,213,43750,35756,0.15,53,3404,2540,349,64348,49073,349,3883,330,0.07,24,135386,43004,0.06,21,125869,17656,0.75,262,18299,10917,351,125845,37781
6393,75,75,36818,29821,0.48,36,34824,33288,0.03,2,5710,5710,75,37724,29821,75,695,0,0.05,4,36978,27285,0.05,4,29894,30014,0.57,43,11235,8926,58,82974,23385
6394,156,156,48030,36026,0.54,85,33959,28196,0.15,23,3098,1475,156,50773,37331,156,2738,159,0.08,13,72773,78594,0.09,14,54332,55688,0.65,101,13883,8025,166,106448,40189
6395,1329,1329,57378,44846,0.60,801,46593,41261,0.18,242,845,158,1329,61006,48026,1329,3384,358,0.06,80,128867,46674,0.06,84,104560,27875,0.74,979,15988,10439,1375,138153,39215
6396,222,222,64191,45660,0.66,146,49665,46792,0.18,41,6678,1038,222,67260,47516,222,3059,514,0.05,11,34876,20710,0.05,10,25747,15267,0.76,168,20452,10495,242,119523,49813
6398,315,315,44289,30605,0.59,186,45976,37382,0.16,49,1592,793,315,46029,30766,315,1703,200,0.13,41,77868,35468,0.13,40,66121,24856,0.62,196,12650,6035,350,172991,64702
